time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
79265,2354,63,6,2056,4525336,1985,22735,0,False
83000,2354,63,6,2056,6912928,2999,22000,0,False
85630,2354,63,6,2056,6042616,2629,22370,0,False
88977,2354,63,6,2056,6859408,2976,22023,0,False
91066,3157,58,6,2056,5717168,2066,22933,0,False
94307,3157,58,6,2056,7100512,2307,22692,0,False
96718,3157,58,6,2056,5239952,1717,23282,0,False
99953,3157,58,6,2056,5982080,1952,23047,0,False
103388,3157,58,6,2056,7354272,2387,22612,0,False
105944,3157,58,6,2056,5952616,1943,23056,0,False
108943,3157,58,6,2056,5950360,1942,23057,0,False
111901,3157,58,6,2056,5819128,1901,23098,0,False
115023,3157,58,6,2056,6203648,2023,22976,0,False
117924,3157,58,6,2056,5889800,1923,23076,0,False
123112,647,245,6,2056,4532015,4111,17888,0,False
126562,647,245,3,688,2074016,3450,17437,0,False
127076,647,245,5,1427,173750,513,16924,0,False
129483,647,245,2,477,1399072,2407,17516,0,False
134633,647,245,4,991,3173016,5149,15367,0,False
137917,647,245,3,688,1966272,3284,15083,0,False
140171,647,245,2,477,1300016,2254,15829,0,False
142923,647,245,2,477,1621944,2751,16077,0,False
145298,647,245,2,477,1378408,2375,16701,0,False
147537,647,245,2,477,1290200,2239,17462,0,False
149905,2265,99,2,477,1513848,2367,18094,0,False
150655,2265,99,2,477,1474120,749,20344,0,False
151721,2265,99,3,688,2190968,1066,22278,0,False
152813,2265,99,3,688,1616752,812,24187,0,False
156615,2265,99,4,991,3434656,1615,23384,0,False
159277,2265,99,4,991,2668256,1277,23722,0,False
162667,2265,99,4,991,3551304,1666,23333,0,False
165101,2265,99,4,991,2268696,1100,23899,0,False
168704,2265,99,4,991,3635552,1704,23295,0,False
171921,2265,99,5,1427,4125720,1920,23079,0,False
175232,2265,99,5,1427,4831664,2232,22767,0,False
177724,2265,99,5,1427,3680376,1723,23276,0,False
184044,634,112,5,1427,4308864,5044,19955,0,False
188549,634,112,4,991,2785360,4505,18450,0,False
192074,634,112,3,688,2163344,3524,17926,0,False
194009,634,112,2,477,1156064,1935,18991,0,False
196824,634,112,2,477,1713432,2814,19176,0,False
199039,634,112,2,477,1333360,2215,19961,0,False
201659,634,112,2,477,1590360,2620,20340,0,False
203724,634,112,2,477,1238080,2064,21276,0,False
206224,634,112,2,477,1513864,2499,21776,0,False
208506,634,112,2,477,1375712,2281,22494,0,False
210600,1564,208,2,477,1669720,1599,23400,0,False
213183,1564,208,2,477,1525640,1183,23816,0,False
216313,1564,208,3,688,1728464,1313,23686,0,False
219168,1564,208,3,688,1502072,1168,23831,0,False
222717,1564,208,3,688,2360184,1717,23282,0,False
225374,1564,208,3,688,1824352,1374,23625,0,False
228727,1564,208,3,688,2376088,1727,23272,0,False
231320,1564,208,3,688,1738608,1319,23680,0,False
235294,1564,208,4,991,3262584,2294,22705,0,False
237789,1564,208,4,991,2472272,1788,23211,0,False
240816,2489,207,4,991,3438384,1816,23183,0,False
243424,2489,207,4,991,3030272,1424,23575,0,False
246439,2489,207,4,991,3065416,1438,23561,0,False
249087,2489,207,4,991,2190416,1087,23912,0,False
252583,2489,207,4,991,3424808,1582,23417,0,False
255822,2489,207,5,1427,4019608,1821,23178,0,False
259101,2489,207,5,1427,4714392,2101,22898,0,False
261491,2489,207,5,1427,3195808,1490,23509,0,False
265039,2489,207,5,1427,4560992,2039,22960,0,False
268120,2489,207,5,1427,4760888,2119,22880,0,False
272350,942,231,5,1427,3907256,3350,21649,0,False
276834,942,231,5,1427,4005664,4483,20166,0,False
277377,942,231,4,991,294600,543,19622,0,False
281855,942,231,3,688,4000528,4477,18144,0,False
282563,942,231,3,688,449400,708,20436,0,False
284607,942,231,3,688,1707496,2043,21393,0,False
287317,942,231,3,688,2335512,2710,21682,0,False
289950,942,231,3,688,2262136,2632,22050,0,False
292352,942,231,3,688,1998248,2352,22647,0,False
295238,942,231,3,688,1891000,2238,22761,0,False
298330,942,231,3,688,1977312,2330,22669,0,False
300992,1255,98,3,688,2026048,1991,23008,0,False
303720,1255,98,3,688,2035264,1719,23280,0,False
306795,1255,98,3,688,2130176,1795,23204,0,False
309759,1255,98,3,688,2083992,1758,23241,0,False
312611,1255,98,3,688,1899288,1611,23388,0,False
317120,1255,98,4,991,3792880,3120,21879,0,False
319540,1255,98,4,991,2913864,2419,22459,0,False
322202,1255,98,4,991,2640680,2202,22797,0,False
325669,1255,98,4,991,3227184,2669,22330,0,False
328121,1255,98,4,991,2539440,2121,22878,0,False
330405,3775,202,4,991,3116080,1404,23595,0,False
333036,3775,202,4,991,3148432,1036,23963,0,False
335796,3775,202,4,991,2241064,795,24204,0,False
339168,3775,202,4,991,3644968,1167,23832,0,False
342258,3775,202,5,1427,3986768,1258,23741,0,False
345201,3775,202,5,1427,3769984,1200,23799,0,False
348426,3775,202,5,1427,4620040,1425,23574,0,False
351504,3775,202,5,1427,4916544,1504,23495,0,False
354423,3775,202,6,2056,4608840,1422,23577,0,False
357714,3775,202,6,2056,5709464,1714,23285,0,False
361826,2354,63,6,2056,7054016,2826,22173,0,False
364593,2354,63,6,2056,5956400,2593,22406,0,False
368048,2354,63,6,2056,7025664,3047,21952,0,False
370072,2354,63,6,2056,4617520,2024,22927,0,False
373990,2354,63,6,2056,6889000,2989,22010,0,False
376238,2354,63,6,2056,5119504,2237,22762,0,False
379802,2354,63,6,2056,6447976,2802,22197,0,False
382556,2354,63,6,2056,5868392,2555,22444,0,False
385857,2354,63,6,2056,6577016,2856,22143,0,False
389411,2354,63,6,2056,7880208,3410,21589,0,False
391520,3157,58,6,2056,6182408,2109,22480,0,False
393378,3157,58,6,2056,4166800,1377,23622,0,False
397617,3157,58,6,2056,8079928,2617,22382,0,False
399345,3157,58,6,2056,4062744,1344,23655,0,False
403443,3157,58,6,2056,7530440,2443,22556,0,False
406392,3157,58,6,2056,7367864,2391,22608,0,False
408243,3157,58,6,2056,3739928,1242,23757,0,False
412315,3157,58,6,2056,7124072,2314,22685,0,False
414753,3157,58,6,2056,5351456,1753,23246,0,False
418418,3157,58,6,2056,7450832,2418,22581,0,False
424208,647,245,6,2056,5241440,5208,19791,0,False
424722,647,245,5,1427,173750,513,19278,0,False
426833,647,245,2,477,1207432,2111,20166,0,False
431938,647,245,4,991,3144648,5105,18061,0,False
435064,647,245,3,688,1863760,3125,17935,0,False
437892,647,245,2,477,1671472,2828,18107,0,False
440010,647,245,2,477,1211552,2117,18990,0,False
445290,647,245,2,477,3257384,5279,16710,0,False
445861,647,245,2,477,210976,571,19139,0,False
447272,647,245,2,477,754416,1411,20728,0,False
449713,647,245,2,477,1421160,2441,21286,0,False
450543,2265,99,2,477,1513960,830,23456,0,False
453112,2265,99,3,688,2294272,1111,23888,0,False
455891,2265,99,3,688,1793208,890,24109,0,False
459450,2265,99,3,688,3061000,1450,23549,0,False
462083,2265,99,4,991,2228096,1082,23917,0,False
465277,2265,99,4,991,2668952,1277,23722,0,False
467951,2265,99,4,991,1929792,951,24048,0,False
471800,2265,99,4,991,3851816,1799,23200,0,False
474332,2265,99,4,991,2792296,1331,23668,0,False
477820,2265,99,5,1427,3897280,1819,23180,0,False
483886,634,112,5,1427,4208544,4885,20114,0,False
489052,634,112,4,991,3204392,5166,17947,0,False
492213,634,112,3,688,1933272,3161,17786,0,False
494650,634,112,2,477,1473656,2436,18350,0,False
497058,634,112,2,477,1455840,2408,18942,0,False
499268,634,112,2,477,1330112,2209,19732,0,False
501717,634,112,2,477,1481424,2448,20283,0,False
503964,634,112,2,477,1353552,2246,21036,0,False
506361,634,112,2,477,1448784,2397,21639,0,False
509018,634,112,2,477,1613488,2656,21982,0,False
510333,1564,208,2,477,1241024,1315,23667,0,False
513032,1564,208,2,477,1287976,1031,23968,0,False
516524,1564,208,3,688,2058400,1524,23475,0,False
519564,1564,208,3,688,2121016,1564,23435,0,False
522531,1564,208,3,688,2069632,1531,23468,0,False
525499,1564,208,3,688,2019368,1499,23500,0,False
528658,1564,208,3,688,2267888,1658,23341,0,False
531449,1564,208,3,688,1940800,1448,23551,0,False
534913,1564,208,4,991,2667248,1913,23086,0,False
538193,1564,208,4,991,3104896,2193,22806,0,False
540666,2489,207,4,991,3064536,1666,23333,0,False
543899,2489,207,4,991,4212416,1899,23100,0,False
546004,2489,207,4,991,1983808,1004,23995,0,False
549216,2489,207,4,991,2511600,1216,23783,0,False
552609,2489,207,4,991,3489832,1609,23390,0,False
555706,2489,207,5,1427,3731576,1706,23293,0,False
558873,2489,207,5,1427,4146576,1872,23127,0,False
561840,2489,207,5,1427,4064192,1839,23160,0,False
565033,2489,207,5,1427,4544232,2032,22967,0,False
567802,2489,207,5,1427,3970824,1802,23197,0,False
571793,942,231,5,1427,3382648,2793,22206,0,False
