time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
90711,3157,58,6,2056,4525336,1491,11289,0,False
93949,3157,58,7,2962,10040424,3238,11051,0,False
96742,3157,58,7,2962,8633832,2792,11258,0,False
99906,3157,58,7,2962,9806400,3164,11094,0,False
102539,3157,58,7,2962,8128832,2632,11461,0,False
105859,3157,58,7,2962,10299616,3320,11140,0,False
108263,3157,58,7,2962,7404760,2403,11737,0,False
111260,3157,58,7,2962,9280520,2997,11739,0,False
114628,3157,58,7,2962,10446928,3367,11372,0,False
117401,3157,58,7,2962,8573384,2773,11598,0,False
125094,647,245,7,2962,8291704,7692,6905,0,False
131696,647,245,5,1427,4112976,6601,3303,0,False
133591,647,245,1,331,1067608,1895,4408,0,False
135330,647,245,1,331,966616,1738,5669,0,False
137750,647,245,2,477,1407200,2419,6249,0,False
140158,647,245,2,477,1399072,2407,6842,0,False
142627,647,245,2,477,1439256,2469,7372,0,False
144978,647,245,2,477,1362776,2351,8021,0,False
148040,647,245,3,688,1822248,3061,7960,0,False
149708,2265,99,3,688,2399016,1668,9291,0,False
150692,2265,99,3,688,2004352,983,11307,0,False
151974,2265,99,4,991,2679352,1281,13025,0,False
153908,2265,99,5,1427,4156312,1934,14091,0,False
156151,2265,99,5,1427,4855032,2242,14849,0,False
158979,2265,99,6,2056,6181608,2828,15021,0,False
161140,2265,99,6,2056,4671576,2161,15859,0,False
164464,2265,99,6,2056,7304528,3323,15535,0,False
167025,2265,99,6,2056,5574976,2560,15975,0,False
170302,2265,99,6,2056,7198488,3277,15698,0,False
172615,2265,99,6,2056,5015856,2313,16384,0,False
175933,2265,99,6,2056,7289440,3317,16067,0,False
178761,2265,99,6,2056,6182824,2828,16238,0,False
189533,634,112,6,2056,6761160,10771,8466,0,False
192413,634,112,3,688,1755096,2880,8586,0,False
195779,634,112,3,688,2062952,3365,8220,0,False
198968,634,112,3,688,1950280,3188,8032,0,False
202492,634,112,3,688,2163344,3524,7508,0,False
204427,634,112,2,477,1156064,1935,8572,0,False
208389,634,112,3,688,2440720,3961,7611,0,False
209528,1564,208,2,477,1333360,1139,9471,0,False
211313,1564,208,3,688,2465824,1784,10687,0,False
212940,1564,208,4,991,2220472,1627,12059,0,False
215264,1564,208,4,991,3309112,2323,12735,0,False
218002,1564,208,5,1427,3957240,2738,12997,0,False
221825,1564,208,5,1427,5653728,3822,12174,0,False
223979,1564,208,4,991,3042872,2153,13021,0,False
226577,1564,208,5,1427,3737336,2597,13423,0,False
228570,1564,208,5,1427,2791712,1992,14430,0,False
232158,1564,208,5,1427,5286936,3588,13842,0,False
234869,1564,208,5,1427,3915464,2711,14130,0,False
238286,1564,208,5,1427,5018104,3416,13714,0,False
240028,2489,207,5,1427,3538808,1741,14972,0,False
243002,2489,207,6,2056,6888272,2974,14998,0,False
245258,2489,207,6,2056,5099536,2255,15742,0,False
248276,2489,207,6,2056,6997848,3018,15723,0,False
251023,2489,207,6,2056,6322376,2747,15976,0,False
253815,2489,207,6,2056,6431816,2791,16185,0,False
255775,2489,207,6,2056,4364824,1960,17224,0,False
260195,2489,207,7,2962,10484824,4419,15805,0,False
262690,2489,207,6,2056,5695752,2495,16309,0,False
265695,2489,207,6,2056,6964448,3005,16304,0,False
267709,2489,207,6,2056,4498536,2014,17290,0,False
276714,942,231,7,2962,9645768,9004,11286,0,False
280582,942,231,4,991,3425752,3867,10418,0,False
283511,942,231,4,991,2541584,2929,10489,0,False
286779,942,231,4,991,2860952,3268,10221,0,False
293223,942,231,4,991,5853176,6444,6776,0,False
293789,942,231,2,477,315104,565,9211,0,False
295832,942,231,3,688,1707496,2043,10167,0,False
299452,1255,98,4,991,3397696,3619,9548,0,False
301352,1255,98,3,688,2262136,1900,10647,0,False
303774,1255,98,4,991,2915640,2421,11226,0,False
305924,1255,98,4,991,2576176,2150,12075,0,False
308381,1255,98,4,991,2960288,2456,12618,0,False
311788,1255,98,5,1427,4152576,3406,12211,0,False
314275,1255,98,4,991,2998144,2486,12725,0,False
317826,1255,98,5,1427,4333144,3550,12174,0,False
320257,1255,98,4,991,2928704,2431,12742,0,False
323589,1255,98,5,1427,4057776,3331,12411,0,False
328177,1255,98,5,1427,5634872,4587,10823,0,False
329394,3775,202,4,991,2913864,1217,12606,0,False
330596,3775,202,5,1427,3775656,1202,14404,0,False
332053,3775,202,5,1427,4736776,1456,15947,0,False
333726,3775,202,6,2056,5554536,1673,17273,0,False
336431,3775,202,7,2962,9447728,2704,17569,0,False
339001,3775,202,7,2962,8939816,2570,17999,0,False
341257,3775,202,7,2962,7755576,2256,18742,0,False
344161,3775,202,7,2962,10198424,2903,18839,0,False
346609,3775,202,7,2962,8477448,2447,19391,0,False
349224,3775,202,7,2962,9110512,2615,19776,0,False
352584,3775,202,8,5027,11921336,3359,19416,0,False
356744,3775,202,8,5027,14942096,4160,18255,0,False
358535,3775,202,7,2962,5998152,1790,19464,0,False
364456,2354,63,8,5027,13545320,5921,16543,0,False
367516,2354,63,6,2056,7054016,3059,16484,0,False
370109,2354,63,6,2056,5956400,2593,16890,0,False
374476,2354,63,7,2962,10131864,4367,15523,0,False
376501,2354,63,6,2056,4617520,2024,16499,0,False
379491,2354,63,6,2056,6889000,2989,16509,0,False
381728,2354,63,6,2056,5119504,2237,17271,0,False
385752,2354,63,7,2962,9324224,4024,16247,0,False
388308,2354,63,6,2056,5868392,2555,16691,0,False
390562,3157,58,6,2056,6577016,2254,17437,0,False
394384,3157,58,7,2962,11880648,3821,16616,0,False
396400,3157,58,6,2056,6182408,2016,17600,0,False
398215,3157,58,7,2962,5546128,1814,18785,0,False
401957,3157,58,7,2962,11630696,3742,18043,0,False
403878,3157,58,7,2962,5882256,1921,19122,0,False
407426,3157,58,7,2962,11019384,3548,18573,0,False
410706,3157,58,7,2962,10169184,3279,18294,0,False
412505,3157,58,7,2962,5498184,1799,19494,0,False
416964,3157,58,8,5027,13893648,4458,18035,0,False
422295,647,245,7,2962,7860952,5331,15704,0,False
434056,647,245,6,2056,7450832,11760,6943,0,False
436325,647,245,2,477,1309712,2269,7674,0,False
438437,647,245,2,477,1207432,2111,8563,0,False
442151,647,245,3,688,2244608,3714,7849,0,False
445276,647,245,3,688,1863760,3125,7723,0,False
448105,647,245,2,477,1671472,2828,7895,0,False
449430,2265,99,3,688,1727112,1325,9569,0,False
451051,2265,99,3,688,3447952,1621,10948,0,False
451766,2265,99,4,991,1393736,714,13234,0,False
453624,2265,99,5,1427,3984344,1858,14376,0,False
455545,2265,99,5,1427,4128120,1921,15454,0,False
458477,2265,99,6,2056,6416816,2932,15522,0,False
461746,2265,99,6,2056,7179968,3268,15253,0,False
464178,2265,99,6,2056,5283128,2431,15822,0,False
468947,2265,99,6,2056,10577000,4768,14053,0,False
470299,2265,99,5,1427,2839376,1352,15700,0,False
473084,2265,99,6,2056,6083544,2784,15915,0,False
474943,2265,99,6,2056,3985368,1858,17057,0,False
484369,634,112,7,2962,12034632,9426,10630,0,False
488885,634,112,4,991,2792296,4516,9114,0,False
492071,634,112,3,688,1948608,3185,8929,0,False
495422,634,112,3,688,2053920,3351,8577,0,False
498968,634,112,3,688,2176792,3545,8032,0,False
502129,634,112,3,688,1933272,3161,7870,0,False
505505,634,112,3,688,2069192,3375,7495,0,False
507913,634,112,2,477,1455840,2408,8086,0,False
509771,1564,208,3,688,2014280,1857,9229,0,False
511308,1564,208,3,688,2079688,1537,10691,0,False
513370,1564,208,4,991,2899040,2061,11630,0,False
515546,1564,208,4,991,3078704,2176,12453,0,False
518727,1564,208,5,1427,4648880,3180,12273,0,False
521320,1564,208,5,1427,3729528,2592,12680,0,False
524075,1564,208,5,1427,3984144,2755,12925,0,False
527072,1564,208,5,1427,4362744,2997,12927,0,False
530099,1564,208,5,1427,4407976,3026,12901,0,False
533081,1564,208,5,1427,4339152,2982,12918,0,False
535990,1564,208,5,1427,4223648,2908,13010,0,False
539028,2489,207,5,1427,4642496,3038,12971,0,False
540868,2489,207,5,1427,4063592,1839,14132,0,False
542624,2489,207,5,1427,3857064,1756,15375,0,False
545389,2489,207,6,2056,6366976,2765,15610,0,False
548135,2489,207,6,2056,6319784,2746,15864,0,False
551078,2489,207,6,2056,6808952,2942,15921,0,False
553260,2489,207,6,2056,4914480,2181,16740,0,False
556698,2489,207,7,2962,8042640,3438,16302,0,False
559973,2489,207,6,2056,7635784,3274,16027,0,False
562388,2489,207,6,2056,5496104,2415,16612,0,False
565043,2489,207,6,2056,6092504,2654,16957,0,False
568876,942,231,7,2962,8900648,3833,16123,0,False
575960,942,231,6,2056,6455096,7083,12040,0,False
579153,942,231,4,991,2790288,3193,11847,0,False
581863,942,231,4,991,2335632,2710,12136,0,False
