time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
89227,2354,63,7,2962,10249336,4417,16140,0,True
90242,3157,58,0,230,581448,242,3000,242,True
91184,3157,58,5,1427,2791712,942,5057,0,False
93657,3157,58,6,2056,7622728,2472,5585,0,False
95536,3157,58,6,2056,5750384,1879,6705,0,False
97897,3157,58,6,2056,7269096,2360,7345,0,False
99561,3157,58,6,2056,5069720,1663,8681,0,False
101801,3157,58,6,2056,6888272,2239,9441,0,False
103474,3157,58,6,2056,5099536,1673,10768,0,False
106749,3157,58,7,2962,10156136,3275,10493,0,True
109683,3157,58,7,2962,9080296,2934,10558,0,True
110195,3157,58,8,5027,1432650,511,10047,0,True
112290,3157,58,6,2056,6431816,2095,10951,0,True
114399,3157,58,7,2962,6473776,2108,11843,0,True
117778,3157,58,7,2962,10484824,3379,11463,0,True
121387,647,245,5,1427,4019608,3609,10854,0,True
125010,647,245,3,688,2185120,3622,10232,0,True
126592,647,245,1,331,865216,1582,11650,0,True
129106,647,245,2,477,1468296,2514,12135,0,True
131915,647,245,2,477,1659056,2809,12326,0,True
133914,647,245,2,477,1134400,1998,13328,0,True
137269,647,245,3,688,2012088,3354,12973,0,True
141617,647,245,2,477,2654744,4348,11625,0,True
142227,647,245,1,331,236136,609,14015,0,True
145111,647,245,3,688,1707496,2884,14131,0,True
148649,2265,99,3,688,2335512,3538,13593,0,True
149747,2265,99,3,688,2262136,1097,15495,0,True
151133,2265,99,4,991,2915640,1386,17109,0,True
152862,2265,99,5,1427,3692288,1729,18380,0,True
154874,2265,99,5,1427,4333064,2012,19368,0,True
156807,2265,99,5,1427,4152576,1932,20435,0,True
159585,2265,99,6,2056,6070176,2778,20656,0,True
162419,2265,99,6,2056,6194512,2833,20822,0,True
165377,2265,99,6,2056,6473976,2957,20865,0,True
168101,2265,99,6,2056,5947200,2724,21140,0,True
171923,2265,99,6,2056,8431448,3821,20319,0,True
174307,2265,99,6,2056,5175120,2383,20935,0,True
176704,2265,99,6,2056,5204776,2396,21538,0,True
179258,634,112,7,2962,4361524,2554,18984,0,True
179789,634,112,5,1427,265600,530,18453,0,True
182194,634,112,2,477,1453792,2405,19048,0,True
182725,634,112,7,2962,265600,530,18517,0,True
184765,634,112,2,477,1222200,2039,19477,0,True
185295,634,112,7,2962,265600,530,18946,0,True
187752,634,112,2,477,1486616,2456,19489,0,True
188283,634,112,7,2962,265600,530,18958,0,True
190856,634,112,2,477,1560272,2572,19385,0,True
191387,634,112,7,2962,265600,530,18855,0,True
193137,634,112,2,477,1038720,1750,20104,0,True
193668,634,112,7,2962,265600,530,19573,0,True
196546,634,112,2,477,1753160,2877,19696,0,True
197077,634,112,7,2962,265600,530,19165,0,True
199212,634,112,2,477,1282800,2135,20030,0,True
199743,634,112,7,2962,265600,530,19499,0,True
202076,634,112,2,477,1408392,2333,20165,0,True
202607,634,112,7,2962,265600,530,19634,0,True
204942,634,112,2,477,1409248,2334,20300,0,True
205473,634,112,7,2962,265600,530,19769,0,True
208044,634,112,2,477,1558968,2570,20198,0,True
208575,1564,208,7,2962,314434,530,19667,0,True
209508,1564,208,2,477,1134360,933,21734,0,True
210024,1564,208,7,2962,481200,515,21218,0,True
211942,1564,208,4,991,2674152,1917,22300,0,True
212758,1564,208,7,2962,481200,515,21484,0,True
215089,1564,208,4,991,3320496,2331,22153,0,True
215758,1564,208,7,2962,481200,515,21484,0,True
217846,1564,208,4,991,2940680,2088,22396,0,True
218758,1564,208,7,2962,481200,515,21484,0,True
221135,1564,208,4,991,3393208,2377,22106,0,True
225615,1564,208,7,2962,6513264,4372,20627,0,True
226130,1564,208,7,2962,481200,515,20111,0,True
228377,1564,208,4,991,3188312,2246,20865,0,True
233207,1564,208,7,2962,7229296,4830,19034,0,True
233723,1564,208,7,2962,481200,515,18519,0,True
235926,1564,208,4,991,3120504,2203,19316,0,True
236442,1564,208,7,2962,481200,515,18800,0,True
238444,1564,208,4,991,2805720,2001,19798,0,True
242392,2489,207,7,2962,9311784,3948,18849,0,True
247372,2489,207,7,2962,11880648,4980,16869,0,True
250063,2489,207,6,2056,6182408,2690,17178,0,True
251944,2489,207,6,2056,4166800,1881,18297,0,True
255398,2489,207,6,2056,8079928,3453,17844,0,True
257968,2489,207,7,2962,5882256,2570,18274,0,True
262602,2489,207,7,2962,11019384,4634,16639,0,True
265769,2489,207,6,2056,7367864,3167,16472,0,True
267479,2489,207,6,2056,3739928,1709,17763,0,True
268941,942,231,7,2962,2475753,1461,16301,0,True
269485,942,231,5,1427,294600,543,15757,0,True
272372,942,231,3,688,2502064,2887,15870,0,True
276391,942,231,5,1427,3568616,4019,14851,0,True
280526,942,231,4,991,3677328,4134,13716,0,True
282740,942,231,3,688,1868376,2214,14501,0,True
285642,942,231,4,991,2516328,2902,14599,0,True
289212,942,231,4,991,3144648,3569,14030,0,True
292396,942,231,4,991,2781576,3183,13846,0,True
295236,942,231,3,688,2458464,2840,14005,0,True
297301,942,231,3,688,1727112,2064,14941,0,True
301507,1255,98,4,991,4678680,4206,13735,0,True
302287,1255,98,3,688,856120,780,15955,0,True
305560,1255,98,5,1427,3984344,3272,15682,0,True
308947,1255,98,5,1427,4128120,3387,15294,0,True
312591,1255,98,5,1427,4450624,3644,14650,0,True
315499,1255,98,4,991,3526528,2907,14742,0,True
317451,1255,98,4,991,2325792,1951,15791,0,True
317958,1255,98,5,1427,514000,507,15283,0,True
321994,1255,98,4,991,4941608,4035,14248,0,True
323867,1255,98,4,991,2228096,1873,15374,0,True
326978,1255,98,5,1427,3781136,3110,15264,0,True
328790,3775,202,5,1427,2824152,1811,16452,0,True
330429,3775,202,5,1427,5426744,1639,17813,0,True
331911,3775,202,6,2056,4831360,1481,19331,0,True
333586,3775,202,6,2056,5559912,1674,20656,0,True
335407,3775,202,6,2056,6113872,1821,21834,0,True
338149,3775,202,7,2962,9585304,2741,22093,0,True
340617,3775,202,7,2962,8200648,2374,22625,0,True
343885,3775,202,7,2962,9214304,2642,22357,0,True
346818,3775,202,7,2962,8962888,2576,22423,0,True
349768,3775,202,7,2962,8772784,2525,22474,0,True
354605,3775,202,8,5027,15708232,4363,20636,0,True
358604,2354,63,8,5027,14217216,3999,19637,0,True
359122,2354,63,8,5027,1071300,518,19119,0,True
361064,2354,63,5,1427,4421248,1941,20178,0,True
361582,2354,63,8,5027,1071300,518,19660,0,True
363620,2354,63,5,1427,4648880,2037,20622,0,True
364138,2354,63,8,5027,1071300,518,20104,0,True
365785,2354,63,5,1427,3729528,1647,21457,0,True
366303,2354,63,8,5027,1071300,518,20939,0,True
368059,2354,63,5,1427,3984144,1755,22183,0,True
368760,2354,63,8,5027,1071300,518,21481,0,True
370677,2354,63,5,1427,4362744,1916,22565,0,True
371760,2354,63,8,5027,1071300,518,21481,0,True
373696,2354,63,5,1427,4407976,1935,22546,0,True
374760,2354,63,8,5027,1071300,518,21481,0,True
376667,2354,63,5,1427,4339152,1906,22575,0,True
377760,2354,63,8,5027,1071300,518,21481,0,True
380447,2354,63,6,2056,6177288,2687,21794,0,True
380966,2354,63,8,5027,1071300,518,21276,0,True
383837,2354,63,6,2056,6611760,2871,21404,0,True
384355,2354,63,8,5027,1071300,518,20886,0,True
386820,2354,63,6,2056,5654096,2464,21421,0,True
387338,2354,63,8,5027,1071300,518,20903,0,True
389540,3157,58,6,2056,5852216,2201,21701,0,True
393610,3157,58,8,5027,12666392,4070,20631,0,True
396975,3157,58,8,5027,10437816,3364,20267,0,True
401323,3157,58,8,5027,13545528,4348,18918,0,True
405748,3157,58,8,5027,13787384,4425,17493,0,True
410510,3157,58,8,5027,14848928,4761,15732,0,True
415342,3157,58,8,5027,15070488,4831,13900,0,True
426578,647,245,8,5027,15070480,11236,5663,0,True
427092,647,245,8,5027,173750,513,5150,0,True
429344,647,245,2,477,1298696,2252,5897,0,True
429858,647,245,8,5027,173750,513,5384,0,True
432302,647,245,2,477,1423144,2444,5939,0,True
432816,647,245,8,5027,173750,513,5426,0,True
435279,647,245,2,477,1435360,2463,5962,0,True
435793,647,245,8,5027,173750,513,5449,0,True
438108,647,245,2,477,1339520,2315,6133,0,True
438622,647,245,8,5027,173750,513,5620,0,True
440566,647,245,2,477,1099544,1944,6675,0,True
