time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
86440,2354,63,6,2056,4525336,1985,16560,0,False
89122,3157,58,6,2056,6912928,2682,16878,0,False
91094,3157,58,6,2056,6042616,1972,17906,0,False
94258,3157,58,7,2962,9806400,3164,17741,0,False
96891,3157,58,7,2962,8128832,2632,18108,0,False
100211,3157,58,7,2962,10299616,3320,17788,0,False
102615,3157,58,7,2962,7404760,2403,18384,0,False
105613,3157,58,7,2962,9280520,2997,18387,0,False
108980,3157,58,7,2962,10446928,3367,18020,0,False
111753,3157,58,7,2962,8573384,2773,18246,0,False
114438,3157,58,7,2962,8291704,2684,18562,0,False
117202,3157,58,7,2962,8541704,2763,18798,0,False
127375,647,245,7,2962,8883944,10173,11625,0,False
132069,647,245,4,991,2878624,4694,9930,0,False
135520,647,245,3,688,2074016,3450,9480,0,False
138763,647,245,3,688,1940048,3243,9236,0,False
142365,647,245,3,688,2171776,3601,8635,0,False
145649,647,245,3,688,1966272,3284,8351,0,False
148340,2265,99,3,688,1822248,2690,8660,0,False
149498,2265,99,3,688,2399016,1158,10502,0,False
150482,2265,99,3,688,2004352,983,12518,0,False
151764,2265,99,4,991,2679352,1281,14236,0,False
153698,2265,99,5,1427,4156312,1934,15302,0,False
156939,2265,99,6,2056,7117856,3241,15060,0,False
159768,2265,99,6,2056,6181608,2828,15232,0,False
161929,2265,99,6,2056,4671576,2161,16070,0,False
165253,2265,99,6,2056,7304528,3323,15746,0,False
167813,2265,99,6,2056,5574976,2560,16186,0,False
171091,2265,99,6,2056,7198488,3277,15909,0,False
173404,2265,99,6,2056,5015856,2313,16595,0,False
176721,2265,99,6,2056,7289440,3317,16278,0,False
183045,634,112,6,2056,6182824,6323,12955,0,False
190778,634,112,5,1427,4831664,7732,8222,0,False
193003,634,112,2,477,1339960,2225,8996,0,False
196369,634,112,3,688,2062952,3365,8630,0,False
199557,634,112,3,688,1950280,3188,8442,0,False
203081,634,112,3,688,2163344,3524,7918,0,False
205017,634,112,2,477,1156064,1935,8983,0,False
208511,1564,208,3,688,2440720,3493,8489,0,False
209946,1564,208,3,688,1920088,1435,10053,0,False
211731,1564,208,3,688,2465824,1784,11269,0,False
213359,1564,208,4,991,2220472,1627,12641,0,False
215682,1564,208,4,991,3309112,2323,13317,0,False
218421,1564,208,5,1427,3957240,2738,13579,0,False
222244,1564,208,5,1427,5653728,3822,12756,0,False
224397,1564,208,4,991,3042872,2153,13602,0,False
226995,1564,208,5,1427,3737336,2597,14005,0,False
228988,1564,208,5,1427,2791712,1992,15012,0,False
234070,1564,208,6,2056,7622728,5081,12930,0,False
236781,1564,208,5,1427,3915464,2711,13218,0,False
239452,2489,207,5,1427,5018104,2670,13547,0,False
241081,2489,207,5,1427,3538808,1628,14919,0,False
243161,2489,207,5,1427,4661320,2079,15839,0,False
245416,2489,207,6,2056,5099536,2255,16583,0,False
248435,2489,207,6,2056,6997848,3018,16565,0,False
251182,2489,207,6,2056,6322376,2747,16817,0,False
253973,2489,207,6,2056,6431816,2791,17026,0,False
255934,2489,207,6,2056,4364824,1960,18066,0,False
260353,2489,207,7,2962,10484824,4419,16646,0,False
262849,2489,207,6,2056,5695752,2495,17151,0,False
265854,2489,207,6,2056,6964448,3005,17146,0,False
267868,2489,207,6,2056,4498536,2014,18131,0,False
278124,942,231,7,2962,9645768,10255,10876,0,False
281991,942,231,4,991,3425752,3867,10008,0,False
283992,942,231,3,688,1667208,2000,11007,0,False
287260,942,231,4,991,2860952,3268,10739,0,False
293705,942,231,4,991,5853176,6444,7295,0,False
294270,942,231,2,477,315104,565,9729,0,False
296314,942,231,3,688,1707496,2043,10686,0,False
299663,1255,98,4,991,3397696,3349,10337,0,False
301563,1255,98,3,688,2262136,1900,11436,0,False
303985,1255,98,4,991,2915640,2421,12015,0,False
306135,1255,98,4,991,2576176,2150,12864,0,False
309686,1255,98,5,1427,4333064,3550,12313,0,False
312118,1255,98,4,991,2928944,2431,12882,0,False
315641,1255,98,5,1427,4298784,3523,12358,0,False
318178,1255,98,4,991,3060408,2536,12822,0,False
321769,1255,98,5,1427,4383632,3590,12231,0,False
324114,1255,98,4,991,2820400,2345,12886,0,False
328361,3775,202,5,1427,5634872,4247,11638,0,False
329335,3775,202,4,991,2913864,973,13664,0,False
330537,3775,202,5,1427,3775656,1202,15462,0,False
332532,3775,202,6,2056,6768504,1994,16467,0,False
334206,3775,202,6,2056,5554536,1673,17794,0,False
336910,3775,202,7,2962,9447728,2704,18089,0,False
339481,3775,202,7,2962,8939816,2570,18519,0,False
341737,3775,202,7,2962,7755576,2256,19263,0,False
344641,3775,202,7,2962,10198424,2903,19359,0,False
347088,3775,202,7,2962,8477448,2447,19911,0,False
350582,3775,202,8,5027,12426304,3493,19418,0,False
353162,3775,202,7,2962,8977816,2580,19837,0,False
356124,3775,202,7,2962,10418800,2961,19875,0,False
357915,3775,202,7,2962,5998152,1790,21084,0,False
363826,2354,63,8,5027,13545320,5911,18173,0,False
368161,2354,63,7,2962,10055408,4334,16839,0,False
370754,2354,63,6,2056,5956400,2593,17245,0,False
375121,2354,63,7,2962,10131864,4367,15878,0,False
377146,2354,63,6,2056,4617520,2024,16854,0,False
380135,2354,63,6,2056,6889000,2989,16864,0,False
382373,2354,63,6,2056,5119504,2237,17626,0,False
386397,2354,63,7,2962,9324224,4024,16602,0,False
388759,3157,58,6,2056,5868392,2362,17240,0,False
391767,3157,58,7,2962,9311784,3007,17232,0,False
394321,3157,58,6,2056,7880208,2554,17678,0,False
397232,3157,58,7,2962,9005304,2910,17768,0,False
399046,3157,58,7,2962,5546128,1814,18953,0,False
402788,3157,58,7,2962,11630696,3742,18211,0,False
404710,3157,58,7,2962,5882256,1921,19290,0,False
408258,3157,58,7,2962,11019384,3548,18741,0,False
411537,3157,58,7,2962,10169184,3279,18462,0,False
413337,3157,58,7,2962,5498184,1799,19663,0,False
416693,3157,58,7,2962,10410992,3355,19307,0,False
423311,647,245,7,2962,7860952,6618,15689,0,False
435072,647,245,6,2056,7450832,11760,6928,0,False
437341,647,245,2,477,1309712,2269,7658,0,False
439452,647,245,2,477,1207432,2111,8547,0,False
443166,647,245,3,688,2244608,3714,7833,0,False
445446,647,245,2,477,1316640,2279,8553,0,False
448563,2265,99,3,688,2458464,3116,8437,0,False
449424,2265,99,3,688,1727112,861,10575,0,False
451589,2265,99,4,991,4678680,2164,11411,0,False
452303,2265,99,4,991,1393736,714,13696,0,False
454161,2265,99,5,1427,3984344,1858,14838,0,False
456083,2265,99,5,1427,4128120,1921,15917,0,False
459015,2265,99,6,2056,6416816,2932,15984,0,False
462284,2265,99,6,2056,7179968,3268,15716,0,False
464715,2265,99,6,2056,5283128,2431,16284,0,False
469484,2265,99,6,2056,10577000,4768,14515,0,False
470837,2265,99,5,1427,2839376,1352,16163,0,False
473622,2265,99,6,2056,6083544,2784,16378,0,False
475480,2265,99,6,2056,3985368,1858,17519,0,False
487841,634,112,7,2962,12034632,12360,8158,0,False
489871,634,112,2,477,1215904,2029,9129,0,False
493056,634,112,3,688,1948608,3185,8943,0,False
496408,634,112,3,688,2053920,3351,8591,0,False
499953,634,112,3,688,2176792,3545,8046,0,False
502161,634,112,2,477,1328824,2207,8838,0,False
505537,634,112,3,688,2069192,3375,8462,0,False
508486,1564,208,3,688,2072504,2948,8513,0,False
509982,1564,208,3,688,2014280,1495,10018,0,False
511520,1564,208,3,688,2079688,1537,11480,0,False
513581,1564,208,4,991,2899040,2061,12418,0,False
515758,1564,208,4,991,3078704,2176,13242,0,False
518938,1564,208,5,1427,4648880,3180,13061,0,False
521531,1564,208,5,1427,3729528,2592,13469,0,False
524286,1564,208,5,1427,3984144,2755,13713,0,False
527284,1564,208,5,1427,4362744,2997,13716,0,False
530310,1564,208,5,1427,4407976,3026,13689,0,False
533292,1564,208,5,1427,4339152,2982,13707,0,False
536201,1564,208,5,1427,4223648,2908,13798,0,False
538937,2489,207,5,1427,4642496,2735,14063,0,False
540776,2489,207,5,1427,4063592,1839,15223,0,False
543335,2489,207,6,2056,5852216,2558,15665,0,False
546100,2489,207,6,2056,6366976,2765,15900,0,False
548846,2489,207,6,2056,6319784,2746,16154,0,False
551788,2489,207,6,2056,6808952,2942,16211,0,False
553970,2489,207,6,2056,4914480,2181,17030,0,False
556650,2489,207,6,2056,6156880,2680,17349,0,False
560895,2489,207,7,2962,10050128,4244,16104,0,False
563310,2489,207,6,2056,5496104,2415,16689,0,False
565965,2489,207,6,2056,6092504,2654,17034,0,False
569162,942,231,6,2056,5940848,3197,16837,0,False
576246,942,231,6,2056,6455096,7083,12754,0,False
579439,942,231,4,991,2790288,3193,12560,0,False
582149,942,231,4,991,2335632,2710,12850,0,False
