time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
79747,2354,63,6,2056,5015856,2193,22685,0,False
83592,2354,63,6,2056,7289440,3159,21840,0,False
86281,2354,63,6,2056,6182824,2689,22150,0,False
89367,2354,63,6,2056,6761160,2935,22064,0,False
91294,3157,58,6,2056,5272440,1861,23138,0,False
94472,3157,58,6,2056,6256088,2039,22960,0,False
97312,3157,58,6,2056,5750624,1879,23120,0,False
100544,3157,58,6,2056,6482800,2111,22888,0,False
103036,3157,58,6,2056,4879616,1603,23396,0,False
106892,3157,58,6,2056,7581328,2459,22540,0,False
109470,3157,58,6,2056,6249808,2037,22962,0,False
113112,3157,58,6,2056,8276136,2679,22320,0,False
114674,3157,58,6,2056,3736552,1241,23758,0,False
118591,3157,58,6,2056,6632560,2158,22841,0,False
125712,647,245,6,2056,5303432,6279,18720,0,False
126225,647,245,4,991,173750,513,18207,0,False
126739,647,245,4,991,173750,513,17693,0,False
127252,647,245,4,991,173750,513,17179,0,False
127766,647,245,4,991,173750,513,16666,0,False
128279,647,245,4,991,173750,513,16152,0,False
128793,647,245,4,991,173750,513,15639,0,False
129307,647,245,4,991,173750,513,15125,0,False
129820,647,245,4,991,173750,513,14612,0,False
130334,647,245,4,991,173750,513,14098,0,False
130847,647,245,4,991,173750,513,13585,0,False
131361,647,245,4,991,173750,513,13071,0,False
131874,647,245,4,991,173750,513,12558,0,False
132388,647,245,4,991,173750,513,12044,0,False
132901,647,245,4,991,173750,513,11530,0,False
133415,647,245,4,991,173750,513,11017,0,False
133928,647,245,4,991,173750,513,10503,0,False
134442,647,245,4,991,173750,513,9990,0,False
134956,647,245,4,991,173750,513,9476,0,False
135469,647,245,4,991,173750,513,8963,0,False
135983,647,245,4,991,173750,513,8449,0,False
136496,647,245,4,991,173750,513,7936,0,False
137010,647,245,4,991,173750,513,7422,0,False
137523,647,245,4,991,173750,513,6909,0,False
138037,647,245,4,991,173750,513,6395,0,False
138550,647,245,4,991,173750,513,5881,0,False
139064,647,245,4,991,173750,513,5368,0,False
139577,647,245,4,991,173750,513,4854,0,False
140091,647,245,4,991,173750,513,4341,0,False
140605,647,245,4,991,173750,513,3827,0,False
144880,647,245,3,688,2607488,4275,3000,447,False
146728,647,245,1,331,1037672,1848,4151,0,False
148892,647,245,2,477,1241272,2163,4987,0,False
150263,2265,99,2,477,1155816,1371,6616,0,False
151404,2265,99,3,688,2360184,1141,8475,0,False
152309,2265,99,3,688,1824352,904,10570,0,False
153944,2265,99,4,991,3478352,1634,11936,0,False
155141,2265,99,4,991,2488408,1197,13738,0,False
157298,2265,99,5,1427,4661320,2156,14581,0,False
159007,2265,99,5,1427,3646816,1709,15872,0,False
161276,2265,99,5,1427,4915304,2269,16603,0,False
163299,2265,99,5,1427,4357192,2022,17580,0,False
165345,2265,99,5,1427,4410640,2046,18534,0,False
166811,2265,99,5,1427,3095568,1465,20068,0,False
169128,2265,99,5,1427,5023008,2316,20751,0,False
171001,2265,99,5,1427,4019608,1873,21878,0,False
173182,2265,99,5,1427,4714392,2180,22697,0,False
175390,2265,99,5,1427,3195808,1509,23490,0,False
178992,2265,99,5,1427,4560992,2112,22887,0,False
180384,634,112,5,1427,290936,504,21495,0,False
180915,634,112,5,1427,265600,530,20964,0,False
181446,634,112,5,1427,265600,530,20433,0,False
181977,634,112,5,1427,265600,530,19902,0,False
182508,634,112,5,1427,265600,530,19371,0,False
183039,634,112,5,1427,265600,530,18841,0,False
183570,634,112,5,1427,265600,530,18310,0,False
184100,634,112,5,1427,265600,530,17779,0,False
184631,634,112,5,1427,265600,530,17248,0,False
185162,634,112,5,1427,265600,530,16717,0,False
185693,634,112,5,1427,265600,530,16186,0,False
186224,634,112,5,1427,265600,530,15655,0,False
186755,634,112,5,1427,265600,530,15124,0,False
187286,634,112,5,1427,265600,530,14593,0,False
187817,634,112,5,1427,265600,530,14062,0,False
188348,634,112,5,1427,265600,530,13531,0,False
188879,634,112,5,1427,265600,530,13000,0,False
189410,634,112,5,1427,265600,530,12469,0,False
189941,634,112,5,1427,265600,530,11939,0,False
190472,634,112,5,1427,265600,530,11408,0,False
191003,634,112,5,1427,265600,530,10877,0,False
191533,634,112,5,1427,265600,530,10346,0,False
192064,634,112,5,1427,265600,530,9815,0,False
192595,634,112,5,1427,265600,530,9284,0,False
193126,634,112,5,1427,265600,530,8753,0,False
193657,634,112,5,1427,265600,530,8222,0,False
194188,634,112,5,1427,265600,530,7691,0,False
194719,634,112,5,1427,265600,530,7160,0,False
195250,634,112,5,1427,265600,530,6629,0,False
195781,634,112,5,1427,265600,530,6098,0,False
196312,634,112,5,1427,265600,530,5567,0,False
196843,634,112,5,1427,265600,530,5036,0,False
197374,634,112,5,1427,265600,530,4506,0,False
197905,634,112,5,1427,265600,530,3975,0,False
198435,634,112,4,991,265600,530,3444,0,False
198966,634,112,4,991,265600,530,2913,0,False
199497,634,112,4,991,265600,530,2382,0,False
203408,634,112,3,688,2408296,3910,3000,1528,False
205309,634,112,2,477,1134400,1901,4098,0,False
208595,634,112,3,688,2012088,3285,3813,0,False
211173,1564,208,2,477,2654744,2578,4235,0,False
211582,1564,208,2,477,315104,409,6825,0,False
212882,1564,208,3,688,1707496,1299,8525,0,False
214583,1564,208,3,688,2335512,1701,9824,0,False
216880,1564,208,4,991,3266432,2296,10527,0,False
218952,1564,208,4,991,2915640,2072,11455,0,False
220807,1564,208,4,991,2576176,1855,12600,0,False
222908,1564,208,4,991,2960288,2100,13499,0,False
224989,1564,208,4,991,2928944,2080,14419,0,False
227114,1564,208,4,991,2998144,2124,15294,0,False
229279,1564,208,4,991,3060408,2164,16129,0,False
231359,1564,208,4,991,2928704,2080,17048,0,False
233370,1564,208,4,991,2820400,2011,18037,0,False
236004,1564,208,4,991,3792880,2633,18404,0,False
238075,1564,208,4,991,2913864,2071,19333,0,False
239971,1564,208,4,991,2640680,1896,20436,0,False
241475,2489,207,4,991,3227184,1503,21933,0,False
242702,2489,207,4,991,2539440,1227,23705,0,False
246453,2489,207,5,1427,4573736,2044,22955,0,False
249436,2489,207,5,1427,4532720,2028,22971,0,False
252006,2489,207,5,1427,3463088,1598,23401,0,False
255688,2489,207,5,1427,5160856,2280,22719,0,False
258217,2489,207,5,1427,3986768,1808,23191,0,False
261130,2489,207,5,1427,3769984,1721,23278,0,False
264471,2489,207,5,1427,4620040,2063,22936,0,False
267590,2489,207,5,1427,4916544,2182,22817,0,False
269908,2489,207,5,1427,3218944,1500,23499,0,False
275648,942,231,5,1427,3776456,4239,20760,0,False
279404,942,231,4,991,3320496,3755,20004,0,False
282757,942,231,4,991,2940680,3352,19651,0,False
285464,942,231,3,688,2332688,2707,19944,0,False
287512,942,231,3,688,1711424,2047,20896,0,False
290011,942,231,3,688,2136760,2499,21396,0,False
292173,942,231,3,688,1818528,2161,22235,0,False
294928,942,231,3,688,2156408,2520,22479,0,False
297711,942,231,3,688,1951960,2303,22696,0,False
300781,1255,98,3,688,2262728,2373,22626,0,False
303419,1255,98,3,688,2401176,2011,22988,0,False
306060,1255,98,3,688,1950712,1652,23347,0,False
308869,1255,98,3,688,1711008,1461,23538,0,False
312664,1255,98,3,688,2707984,2255,22744,0,False
315010,1255,98,4,991,1887416,1601,23398,0,False
319310,1255,98,4,991,3518544,2901,22098,0,False
322409,1255,98,4,991,3643904,3001,21998,0,False
323883,1255,98,4,991,1726888,1474,23524,0,False
328330,1255,98,4,991,3544400,2922,22077,0,False
330135,3775,202,4,991,2384648,1726,23273,0,False
332584,3775,202,4,991,3677328,1176,23823,0,False
335323,3775,202,4,991,2692856,915,24084,0,False
338277,3775,202,4,991,2516328,868,24131,0,False
341810,3775,202,5,1427,4531088,1402,23597,0,False
344672,3775,202,5,1427,4010944,1264,23735,0,False
347972,3775,202,5,1427,5142584,1564,23435,0,False
350594,3775,202,5,1427,3716736,1186,23813,0,False
354539,3775,202,5,1427,7283664,2131,22868,0,False
356353,3775,202,6,2056,2805192,945,24054,0,False
360199,2354,63,6,2056,5716240,1791,23208,0,False
363965,2354,63,6,2056,5871536,2557,22442,0,False
367197,2354,63,6,2056,6416816,2788,22211,0,False
370521,2354,63,6,2056,7179968,3113,21886,0,False
372828,2354,63,6,2056,5283128,2307,22579,0,False
377964,2354,63,6,2056,10577000,4556,20443,0,False
379634,2354,63,6,2056,3781424,1669,21774,0,False
382281,2354,63,6,2056,6083544,2647,22127,0,False
384164,2354,63,6,2056,3985368,1756,23243,0,False
388855,2354,63,6,2056,7965376,3446,21553,0,False
390723,3157,58,6,2056,4831360,1868,22684,0,False
393227,3157,58,6,2056,5559912,1819,23180,0,False
396403,3157,58,6,2056,6113872,1994,23005,0,False
399572,3157,58,6,2056,6648664,2164,22835,0,False
402300,3157,58,6,2056,5789760,1891,23108,0,False
405463,3157,58,6,2056,6303568,2054,22945,0,False
408445,3157,58,6,2056,6246472,2036,22963,0,False
411386,3157,58,6,2056,6061128,1977,23022,0,False
414486,3157,58,6,2056,6377264,2078,22921,0,False
417308,3157,58,6,2056,5814208,1899,23100,0,False
422430,647,245,6,2056,6414072,4022,20977,0,False
422944,647,245,5,1427,173750,513,20464,0,False
423457,647,245,5,1427,173750,513,19950,0,False
423971,647,245,5,1427,173750,513,19437,0,False
424484,647,245,5,1427,173750,513,18923,0,False
424998,647,245,5,1427,173750,513,18410,0,False
425511,647,245,5,1427,173750,513,17896,0,False
426025,647,245,5,1427,173750,513,17383,0,False
426538,647,245,5,1427,173750,513,16869,0,False
427052,647,245,5,1427,173750,513,16355,0,False
427566,647,245,5,1427,173750,513,15842,0,False
428079,647,245,5,1427,173750,513,15328,0,False
428593,647,245,5,1427,173750,513,14815,0,False
429106,647,245,5,1427,173750,513,14301,0,False
429620,647,245,5,1427,173750,513,13788,0,False
430133,647,245,5,1427,173750,513,13274,0,False
430647,647,245,5,1427,173750,513,12761,0,False
431160,647,245,5,1427,173750,513,12247,0,False
431674,647,245,5,1427,173750,513,11733,0,False
432187,647,245,5,1427,173750,513,11220,0,False
432701,647,245,5,1427,173750,513,10706,0,False
433215,647,245,5,1427,173750,513,10193,0,False
433728,647,245,5,1427,173750,513,9679,0,False
434242,647,245,5,1427,173750,513,9166,0,False
434755,647,245,5,1427,173750,513,8652,0,False
435269,647,245,5,1427,173750,513,8139,0,False
435782,647,245,5,1427,173750,513,7625,0,False
436296,647,245,5,1427,173750,513,7112,0,False
436809,647,245,5,1427,173750,513,6598,0,False
437323,647,245,5,1427,173750,513,6084,0,False
437836,647,245,5,1427,173750,513,5571,0,False
438350,647,245,5,1427,173750,513,5057,0,False
438864,647,245,5,1427,173750,513,4544,0,False
439377,647,245,5,1427,173750,513,4030,0,False
439891,647,245,5,1427,173750,513,3517,0,False
445144,647,245,4,991,3240704,5253,3000,1736,False
447308,647,245,2,477,1241024,2163,3836,0,False
449543,647,245,2,477,1287976,2235,4601,0,False
450576,2265,99,2,477,1441688,1032,6568,0,False
451611,2265,99,3,688,2121016,1035,8533,0,False
453011,2265,99,4,991,2947304,1400,10133,0,False
454385,2265,99,4,991,2886856,1373,11759,0,False
456534,2265,99,5,1427,4642496,2148,12610,0,False
458427,2265,99,5,1427,4063592,1893,13717,0,False
460229,2265,99,5,1427,3857064,1801,14915,0,False
462307,2265,99,5,1427,4482456,2078,15837,0,False
464469,2265,99,5,1427,4674088,2162,16675,0,False
466560,2265,99,5,1427,4512520,2091,17584,0,False
468124,2265,99,5,1427,3316776,1563,19020,0,False
470199,2265,99,5,1427,4476752,2075,19945,0,False
472678,2265,99,5,1427,5389336,2478,20466,0,False
474424,2265,99,5,1427,3731576,1746,21720,0,False
476354,2265,99,5,1427,4146576,1929,22790,0,False
479038,2265,99,5,1427,4064192,1893,23106,0,False
480675,634,112,5,1427,265600,530,21469,0,False
481206,634,112,5,1427,265600,530,20938,0,False
481737,634,112,5,1427,265600,530,20407,0,False
482268,634,112,5,1427,265600,530,19876,0,False
482799,634,112,5,1427,265600,530,19345,0,False
483330,634,112,5,1427,265600,530,18814,0,False
483861,634,112,5,1427,265600,530,18283,0,False
484392,634,112,5,1427,265600,530,17752,0,False
484923,634,112,5,1427,265600,530,17221,0,False
485454,634,112,5,1427,265600,530,16690,0,False
485985,634,112,5,1427,265600,530,16159,0,False
486516,634,112,5,1427,265600,530,15628,0,False
487047,634,112,5,1427,265600,530,15097,0,False
487577,634,112,5,1427,265600,530,14567,0,False
488108,634,112,5,1427,265600,530,14036,0,False
488639,634,112,5,1427,265600,530,13505,0,False
489170,634,112,5,1427,265600,530,12974,0,False
489701,634,112,5,1427,265600,530,12443,0,False
490232,634,112,5,1427,265600,530,11912,0,False
490763,634,112,5,1427,265600,530,11381,0,False
491294,634,112,5,1427,265600,530,10850,0,False
491825,634,112,5,1427,265600,530,10319,0,False
492356,634,112,5,1427,265600,530,9788,0,False
492887,634,112,5,1427,265600,530,9257,0,False
493418,634,112,5,1427,265600,530,8726,0,False
493949,634,112,5,1427,265600,530,8195,0,False
494480,634,112,5,1427,265600,530,7664,0,False
495010,634,112,5,1427,265600,530,7134,0,False
495541,634,112,5,1427,265600,530,6603,0,False
496072,634,112,5,1427,265600,530,6072,0,False
496603,634,112,5,1427,265600,530,5541,0,False
497134,634,112,5,1427,265600,530,5010,0,False
497665,634,112,5,1427,265600,530,4479,0,False
498196,634,112,5,1427,265600,530,3948,0,False
503165,634,112,4,991,3079624,4969,3000,1020,False
505390,634,112,2,477,1339520,2224,3775,0,False
507237,634,112,2,477,1099544,1846,4928,0,False
